ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8009096	8.00e-30	5.60e-32	1.32e+01	61.909603	3.41e-01	ACE	angiotensin I converting enzyme
8053599	8.10e-30	5.70e-32	1.32e+01	61.890895	2.65e-01	WBP1	WW domain binding protein 1
8077833	8.10e-30	5.72e-32	1.32e+01	61.888242	7.08e-01	SLC6A1	solute carrier family 6 member 1
8051119	8.84e-30	6.26e-32	-1.32e+01	61.797785	-2.88e-01	PPM1G	protein phosphatase, Mg2+/Mn2+ dependent 1G
8135734	1.03e-29	7.31e-32	1.32e+01	61.644682	4.37e-01	CPED1	cadherin like and PC-esterase domain containing 1
8041961	1.04e-29	7.47e-32	-1.32e+01	61.623951	-5.56e-01	CHAC2	ChaC cation transport regulator homolog 2
7941565	1.26e-29	9.03e-32	-1.31e+01	61.43577	-3.67e-01	KLC2	kinesin light chain 2
8109333	1.84e-29	1.33e-31	-1.31e+01	61.056266	-3.28e-01	GPX3///GPX3	glutathione peroxidase 3///glutathione peroxidase 3
7928705	1.91e-29	1.38e-31	-1.31e+01	61.014793	-3.49e-01	TSPAN14	tetraspanin 14
8059139	2.12e-29	1.54e-31	-1.31e+01	60.90771	-2.89e-01	ATG9A	autophagy related 9A
8128247	2.18e-29	1.59e-31	1.31e+01	60.876633	4.07e-01	BACH2	BTB domain and CNC homolog 2
8155062	2.28e-29	1.67e-31	-1.31e+01	60.825534	-3.39e-01	TESK1	testis-specific kinase 1
8142120	2.56e-29	1.88e-31	-1.31e+01	60.708321	-5.60e-01	NAMPT	nicotinamide phosphoribosyltransferase
8119620	2.75e-29	2.04e-31	-1.31e+01	60.630095	-6.76e-01	GNMT	glycine N-methyltransferase
8101945	2.75e-29	2.04e-31	-1.31e+01	60.627877	-4.92e-01	H2AFZ	H2A histone family member Z
7972157	2.75e-29	2.05e-31	-1.31e+01	60.62468	-6.92e-01	EDNRB	endothelin receptor type B
7903425	2.84e-29	2.14e-31	1.30e+01	60.581888	4.48e-01	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
7903440	2.84e-29	2.14e-31	1.30e+01	60.581888	4.48e-01	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
7918134	2.84e-29	2.14e-31	1.30e+01	60.581888	4.48e-01	AMY2B///AMY2A///AMY1C///AMY1B///AMY1A	amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)
8108832	2.93e-29	2.22e-31	1.30e+01	60.545719	3.57e-01	KIAA0141	KIAA0141
7933084	3.08e-29	2.34e-31	-1.30e+01	60.49288	-5.84e-01	NAMPT	nicotinamide phosphoribosyltransferase
8018428	3.27e-29	2.49e-31	-1.30e+01	60.430749	-3.27e-01	GALK1	galactokinase 1
8043377	3.36e-29	2.57e-31	1.30e+01	60.401136	2.65e-01	WBP1	WW domain binding protein 1
7976726	3.39e-29	2.61e-31	1.30e+01	60.386009	3.17e-01	EVL	Enah/Vasp-like
8094574	3.55e-29	2.74e-31	-1.30e+01	60.337638	-2.60e-01	TBC1D1	TBC1 domain family member 1
8047487	3.68e-29	2.85e-31	1.30e+01	60.29783	5.96e-01	FZD7	frizzled class receptor 7
8145136	4.25e-29	3.31e-31	-1.30e+01	60.151974	-3.26e-01	PPP3CC	protein phosphatase 3 catalytic subunit gamma
8120967	4.46e-29	3.48e-31	1.30e+01	60.101011	7.01e-01	NT5E	5'-nucleotidase ecto
7950810	4.83e-29	3.79e-31	1.30e+01	60.016695	4.33e-01	SYTL2	synaptotagmin like 2
7907439	5.39e-29	4.24e-31	-1.30e+01	59.90589	-3.95e-01	PRDX6	peroxiredoxin 6
8087485	5.97e-29	4.71e-31	1.30e+01	59.800551	4.55e-01	UBA7	ubiquitin like modifier activating enzyme 7
8168976	7.34e-29	5.82e-31	1.29e+01	59.591756	4.88e-01	GPRASP2	G protein-coupled receptor associated sorting protein 2
8158424	7.83e-29	6.23e-31	-1.29e+01	59.524853	-4.82e-01	LRRC8A	leucine rich repeat containing 8 family member A
8163023	8.40e-29	6.71e-31	1.29e+01	59.4516	2.76e-01	IKBKAP	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein
7907830	8.43e-29	6.76e-31	-1.29e+01	59.44413	-4.92e-01	FLJ23867///QSOX1	uncharacterized protein FLJ23867///quiescin sulfhydryl oxidase 1
7964021	8.55e-29	6.88e-31	-1.29e+01	59.426812	-2.78e-01	RNF41	ring finger protein 41
8000117	9.79e-29	7.92e-31	1.29e+01	59.287277	8.88e-01	CRYM	crystallin mu
7929388	9.79e-29	7.94e-31	1.29e+01	59.285052	7.96e-01	PLCE1	phospholipase C epsilon 1
8018494	1.01e-28	8.19e-31	-1.29e+01	59.254034	-3.52e-01	TRIM47	tripartite motif containing 47
8145532	1.01e-28	8.26e-31	1.29e+01	59.246078	7.27e-01	EPHX2	epoxide hydrolase 2
7923596	1.19e-28	9.79e-31	-1.29e+01	59.077259	-7.70e-01	ETNK2	ethanolamine kinase 2
7905881	1.26e-28	1.04e-30	-1.29e+01	59.01988	-3.74e-01	ADAM15	ADAM metallopeptidase domain 15
7929858	1.26e-28	1.04e-30	1.29e+01	59.017534	3.22e-01	SLF2	SMC5-SMC6 complex localization factor 2
7978389	1.39e-28	1.15e-30	1.28e+01	58.916081	3.78e-01		
8044035	1.40e-28	1.16e-30	-1.28e+01	58.907391	-6.38e-01	IL18R1	interleukin 18 receptor 1
8180388	1.45e-28	1.21e-30	-1.28e+01	58.866442	-4.32e-01	NME2	NME/NM23 nucleoside diphosphate kinase 2
8164343	1.53e-28	1.29e-30	1.28e+01	58.807705	4.21e-01	FAM102A	family with sequence similarity 102 member A
7929649	1.69e-28	1.42e-30	-1.28e+01	58.709668	-3.16e-01	UBTD1	ubiquitin domain containing 1
8105040	1.79e-28	1.51e-30	-1.28e+01	58.646256	-7.25e-01	OSMR	oncostatin M receptor
7907297	1.83e-28	1.55e-30	1.28e+01	58.62298	6.84e-01	FMO4	flavin containing monooxygenase 4
8180386	1.88e-28	1.60e-30	-1.28e+01	58.592781	-4.27e-01	NME2	NME/NM23 nucleoside diphosphate kinase 2
7996081	1.93e-28	1.65e-30	-1.28e+01	58.562791	-4.69e-01	ADGRG1	adhesion G protein-coupled receptor G1
8009417	1.94e-28	1.66e-30	-1.28e+01	58.556866	-5.27e-01	KPNA2	karyopherin subunit alpha 2
8023382	2.00e-28	1.72e-30	-1.28e+01	58.522389	-2.68e-01	MBD2	methyl-CpG binding domain protein 2
7925048	2.21e-28	1.91e-30	-1.28e+01	58.418668	-3.43e-01	EGLN1	egl-9 family hypoxia inducible factor 1
8043105	2.26e-28	1.95e-30	-1.28e+01	58.393373	-2.05e-01	KCMF1	potassium channel modulatory factor 1
8152976	2.40e-28	2.09e-30	1.28e+01	58.329193	8.77e-01	TMEM71	transmembrane protein 71
7952274	2.45e-28	2.14e-30	-1.28e+01	58.305183	-3.98e-01	NECTIN1	nectin cell adhesion molecule 1
8153021	2.62e-28	2.29e-30	-1.28e+01	58.235452	-3.88e-01	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
7990165	2.66e-28	2.33e-30	-1.28e+01	58.21818	-2.66e-01	PARP6	poly(ADP-ribose) polymerase family member 6
7920707	2.83e-28	2.49e-30	-1.28e+01	58.153203	-3.13e-01	FAM189B	family with sequence similarity 189 member B
8045171	2.85e-28	2.51e-30	-1.28e+01	58.143947	-3.17e-01	IMP4	IMP4 homolog, U3 small nucleolar ribonucleoprotein
8180387	2.86e-28	2.53e-30	-1.28e+01	58.136423	-4.36e-01	NME2	NME/NM23 nucleoside diphosphate kinase 2
8108256	2.93e-28	2.60e-30	-1.28e+01	58.110127	-1.07	MYOT	myotilin
7992646	3.13e-28	2.79e-30	-1.27e+01	58.040366	-2.11e-01	ATP6V0C	ATPase H+ transporting V0 subunit c
8019737	3.27e-28	2.93e-30	-1.27e+01	57.993063	-5.17e-01	KPNA2	karyopherin subunit alpha 2
7934185	3.32e-28	2.98e-30	-1.27e+01	57.976091	-4.26e-01	C10orf54	chromosome 10 open reading frame 54
8138370	3.47e-28	3.13e-30	1.27e+01	57.92843	5.00e-01	ANKMY2	ankyrin repeat and MYND domain containing 2
8137448	3.48e-28	3.15e-30	1.27e+01	57.9213	3.26e-01	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11
7899627	3.48e-28	3.16e-30	-1.27e+01	57.919337	-3.85e-01	TINAGL1	tubulointerstitial nephritis antigen like 1
8037152	3.49e-28	3.17e-30	-1.27e+01	57.913494	-2.93e-01	GSK3A	glycogen synthase kinase 3 alpha
7984319	3.51e-28	3.22e-30	-1.27e+01	57.900489	-5.42e-01	SNAPC5///MAP2K1	small nuclear RNA activating complex polypeptide 5///mitogen-activated protein kinase kinase 1
8054054	3.51e-28	3.22e-30	1.27e+01	57.900455	4.49e-01	ANKRD36///ANKRD36B	ankyrin repeat domain 36///ankyrin repeat domain 36B
8087576	3.70e-28	3.40e-30	-1.27e+01	57.844283	-3.14e-01	IFRD2	interferon related developmental regulator 2
7929052	4.35e-28	4.01e-30	1.27e+01	57.681729	5.52e-01	IFIT3	interferon induced protein with tetratricopeptide repeats 3
7985238	4.49e-28	4.16e-30	1.27e+01	57.645669	5.42e-01	ANKRD34C	ankyrin repeat domain 34C
8180389	4.49e-28	4.16e-30	-1.27e+01	57.6449	-4.30e-01	NME2	NME/NM23 nucleoside diphosphate kinase 2
8046048	4.58e-28	4.26e-30	1.27e+01	57.621482	5.17e-01	CSRNP3	cysteine and serine rich nuclear protein 3
8096335	4.89e-28	4.56e-30	1.27e+01	57.55423	6.38e-01	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6
7901175	4.93e-28	4.62e-30	-1.27e+01	57.542064	-2.91e-01	TSPAN1	tetraspanin 1
8145889	5.19e-28	4.87e-30	-1.27e+01	57.489277	-4.14e-01	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
8167125	5.21e-28	4.91e-30	1.27e+01	57.481485	3.26e-01	USP11	ubiquitin specific peptidase 11
8056983	5.44e-28	5.15e-30	1.27e+01	57.434833	3.69e-01	LOC100130691	uncharacterized LOC100130691
8040238	5.66e-28	5.38e-30	-1.27e+01	57.392107	-3.02e-01	HPCAL1	hippocalcin like 1
7960143	5.66e-28	5.39e-30	1.27e+01	57.389819	2.28e-01	ZNF84	zinc finger protein 84
8112439	6.04e-28	5.76e-30	1.27e+01	57.323209	3.60e-01	CCDC125	coiled-coil domain containing 125
8122843	6.55e-28	6.27e-30	1.26e+01	57.239741	3.85e-01	ESR1	estrogen receptor 1
7991335	7.78e-28	7.48e-30	-1.26e+01	57.065744	-9.92e-01	ANPEP	alanyl aminopeptidase, membrane
8025766	8.23e-28	7.94e-30	-1.26e+01	57.00664	-2.81e-01	CARM1	coactivator associated arginine methyltransferase 1
7954511	9.14e-28	8.84e-30	1.26e+01	56.900445	4.62e-01	STK38L	serine/threonine kinase 38 like
8018107	9.16e-28	8.89e-30	-1.26e+01	56.89466	-4.28e-01	CDC42EP4	CDC42 effector protein 4
8079037	9.32e-28	9.07e-30	1.26e+01	56.874989	3.32e-01	TRAK1	trafficking kinesin protein 1
8024623	9.52e-28	9.29e-30	-1.26e+01	56.850786	-2.67e-01	NFIC	nuclear factor I C
8025659	1.05e-27	1.03e-29	-1.26e+01	56.751488	-3.57e-01	ATG4D///KRI1	autophagy related 4D cysteine peptidase///KRI1 homolog
7956031	1.08e-27	1.06e-29	-1.26e+01	56.719525	-4.62e-01	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2
7892620	1.18e-27	1.16e-29	1.26e+01	56.631204	2.52e-01		
7968344	1.19e-27	1.18e-29	-1.26e+01	56.616111	-9.70e-01	ALOX5AP	arachidonate 5-lipoxygenase activating protein
7956009	1.20e-27	1.19e-29	-1.26e+01	56.604734	-1.08	METTL7B	methyltransferase like 7B
8127201	1.33e-27	1.32e-29	1.26e+01	56.503588	4.51e-01	COL21A1	collagen type XXI alpha 1 chain
8139411	1.42e-27	1.42e-29	1.26e+01	56.432328	2.54e-01	TMED4	transmembrane p24 trafficking protein 4
7892701	1.47e-27	1.47e-29	-1.25e+01	56.396952	-3.89e-01		
8147079	1.52e-27	1.52e-29	1.25e+01	56.363712	4.21e-01	LRRCC1	leucine rich repeat and coiled-coil centrosomal protein 1
8022559	1.67e-27	1.68e-29	1.25e+01	56.264841	5.86e-01	ANKRD29	ankyrin repeat domain 29
7915472	1.68e-27	1.70e-29	-1.25e+01	56.253282	-6.43e-01	SLC2A1	solute carrier family 2 member 1
8014551	1.83e-27	1.85e-29	1.25e+01	56.170115	1.86e-01	SYNRG	synergin, gamma
7965264	2.01e-27	2.04e-29	1.25e+01	56.07147	2.75e-01	C12orf29///CEP290	chromosome 12 open reading frame 29///centrosomal protein 290
7898227	2.02e-27	2.06e-29	-1.25e+01	56.064712	-2.67e-01	PLEKHM2	pleckstrin homology and RUN domain containing M2
8087419	2.38e-27	2.43e-29	1.25e+01	55.900119	4.86e-01	NICN1///AMT	nicolin 1///aminomethyltransferase
7961230	2.38e-27	2.44e-29	-1.25e+01	55.894906	-3.14e-01	YBX3	Y-box binding protein 3
8114805	2.42e-27	2.49e-29	1.25e+01	55.876275	6.42e-01	FGF1	fibroblast growth factor 1
8092541	2.50e-27	2.57e-29	1.25e+01	55.843515	6.42e-01	LIPH	lipase H
7938528	2.50e-27	2.58e-29	-1.25e+01	55.841183	-2.66e-01	PARVA	parvin alpha
7996174	2.54e-27	2.63e-29	-1.25e+01	55.822119	-3.08e-01	USB1	U6 snRNA biogenesis phosphodiesterase 1
8033118	3.08e-27	3.20e-29	-1.25e+01	55.627826	-2.48e-01	MLLT1	MLLT1, super elongation complex subunit
8139896	3.09e-27	3.22e-29	1.25e+01	55.620188	2.74e-01	DTX2P1-UPK3BP1-PMS2P11///PMS2P5///PMS2P4	DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene///PMS1 homolog 2, mismatch repair system component pseudogene 5///PMS1 homolog 2, mismatch repair system component pseudogene 4
7970473	3.29e-27	3.44e-29	1.24e+01	55.556714	4.64e-01	XPO4	exportin 4
8036813	3.41e-27	3.57e-29	1.24e+01	55.518079	3.99e-01	ZNF780B	zinc finger protein 780B
8025945	3.61e-27	3.79e-29	1.24e+01	55.460002	3.89e-01	ZNF441	zinc finger protein 441
8067530	4.19e-27	4.42e-29	1.24e+01	55.308339	5.81e-01	C20orf166-AS1	C20orf166 antisense RNA 1
7949412	4.20e-27	4.44e-29	1.24e+01	55.302668	3.62e-01	LTBP3	latent transforming growth factor beta binding protein 3
7918533	4.33e-27	4.59e-29	-1.24e+01	55.271444	-7.61e-01	TMIGD3///ADORA3	transmembrane and immunoglobulin domain containing 3///adenosine A3 receptor
8082886	4.38e-27	4.67e-29	1.24e+01	55.254574	4.88e-01	PCCB	propionyl-CoA carboxylase beta subunit
8030782	4.38e-27	4.67e-29	-1.24e+01	55.253229	-5.97e-01	SIGLEC9	sialic acid binding Ig like lectin 9
8168045	5.22e-27	5.58e-29	-1.24e+01	55.077951	-3.26e-01	EFNB1	ephrin B1
8125091	5.43e-27	5.84e-29	-1.24e+01	55.032133	-3.41e-01	VARS	valyl-tRNA synthetase
8178609	5.43e-27	5.84e-29	-1.24e+01	55.032133	-3.41e-01	VARS	valyl-tRNA synthetase
7998190	5.89e-27	6.36e-29	1.24e+01	54.948774	3.94e-01	RGS11	regulator of G-protein signaling 11
7994647	6.48e-27	7.01e-29	1.24e+01	54.852482	3.67e-01	PRRT2	proline rich transmembrane protein 2
7965156	6.68e-27	7.24e-29	-1.24e+01	54.819294	-4.28e-01	LIN7A	lin-7 homolog A, crumbs cell polarity complex component
8055130	7.35e-27	8.00e-29	-1.23e+01	54.721633	-3.59e-01	HS6ST1	heparan sulfate 6-O-sulfotransferase 1
7957052	7.56e-27	8.24e-29	-1.23e+01	54.691849	-5.24e-01	CCT2	chaperonin containing TCP1 subunit 2
8087380	7.81e-27	8.54e-29	1.23e+01	54.656419	1.90e-01	USP4	ubiquitin specific peptidase 4
7989365	7.95e-27	8.72e-29	1.23e+01	54.636092	3.19e-01	RORA	RAR related orphan receptor A
7931899	8.06e-27	8.86e-29	-1.23e+01	54.619725	-4.33e-01	IL15RA	interleukin 15 receptor subunit alpha
8030914	8.64e-27	9.52e-29	1.23e+01	54.548722	4.30e-01	ZNF610	zinc finger protein 610
8051998	8.67e-27	9.60e-29	-1.23e+01	54.540673	-3.66e-01	MCFD2	multiple coagulation factor deficiency 2
8042439	8.67e-27	9.61e-29	1.23e+01	54.539864	5.72e-01	ANTXR1	anthrax toxin receptor 1
8110450	8.95e-27	9.95e-29	-1.23e+01	54.505491	-3.21e-01	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
8091648	9.25e-27	1.03e-28	-1.23e+01	54.470703	-3.76e-01	SSR3	signal sequence receptor subunit 3
8154059	9.34e-27	1.04e-28	1.23e+01	54.457899	2.69e-01	SMARCA2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
8098204	9.80e-27	1.10e-28	1.23e+01	54.408168	5.36e-01	CPE	carboxypeptidase E
8010820	1.09e-26	1.23e-28	-1.23e+01	54.297824	-3.31e-01	FOXK2	forkhead box K2
7915392	1.27e-26	1.43e-28	-1.23e+01	54.143772	-3.80e-01	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
8121489	1.47e-26	1.66e-28	-1.23e+01	53.999593	-4.27e-01	AMD1	adenosylmethionine decarboxylase 1
8041745	1.58e-26	1.79e-28	-1.23e+01	53.922547	-3.37e-01	CAMKMT	calmodulin-lysine N-methyltransferase
7941900	1.66e-26	1.88e-28	-1.22e+01	53.875192	-2.55e-01	RPS6KB2	ribosomal protein S6 kinase B2
7894416	1.69e-26	1.93e-28	-1.22e+01	53.852028	-3.17e-01		
8079896	1.89e-26	2.16e-28	-1.22e+01	53.740038	-3.66e-01	SEMA3F	semaphorin 3F
8160297	2.10e-26	2.40e-28	-1.22e+01	53.634334	-8.31e-01	PLIN2	perilipin 2
7946275	2.48e-26	2.85e-28	1.22e+01	53.465887	4.03e-01	GVINP1	GTPase, very large interferon inducible pseudogene 1
7941179	2.85e-26	3.27e-28	-1.22e+01	53.327129	-2.35e-01	CAPN1	calpain 1
7982531	2.95e-26	3.41e-28	1.22e+01	53.288512	2.71e-01	ANP32AP1///ANP32A	acidic nuclear phosphoprotein 32 family member A pseudogene 1///acidic nuclear phosphoprotein 32 family member A
8001924	3.04e-26	3.52e-28	-1.22e+01	53.256837	-3.28e-01	FAM96B	family with sequence similarity 96 member B
8101762	3.41e-26	3.95e-28	1.22e+01	53.14156	6.94e-01	SNCA	synuclein alpha
7974851	3.53e-26	4.10e-28	-1.22e+01	53.104866	-3.49e-01	HIF1A	hypoxia inducible factor 1 alpha subunit
8106633	4.03e-26	4.70e-28	1.21e+01	52.970123	2.57e-01	MSH3///DHFR	mutS homolog 3///dihydrofolate reductase
8048283	4.07e-26	4.76e-28	-1.21e+01	52.957994	-8.35e-01	SLC11A1	solute carrier family 11 member 1
8114814	4.41e-26	5.17e-28	1.21e+01	52.875709	3.03e-01	NR3C1	nuclear receptor subfamily 3 group C member 1
7905571	4.41e-26	5.18e-28	-1.21e+01	52.873655	-7.49e-01	S100A9	S100 calcium binding protein A9
8173752	4.52e-26	5.32e-28	1.21e+01	52.847494	5.37e-01	ZCCHC5	zinc finger CCHC-type containing 5
7906720	4.60e-26	5.43e-28	-1.21e+01	52.827242	-9.87e-01	FCER1G	Fc fragment of IgE receptor Ig
8144420	4.78e-26	5.67e-28	1.21e+01	52.784238	5.01e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8144494	4.78e-26	5.67e-28	1.21e+01	52.784238	5.01e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
7914904	5.03e-26	5.98e-28	-1.21e+01	52.730754	-3.06e-01	STK40	serine/threonine kinase 40
7994637	5.28e-26	6.29e-28	-1.21e+01	52.68096	-2.77e-01	MAZ	MYC associated zinc finger protein
8014768	5.51e-26	6.58e-28	1.21e+01	52.636342	5.51e-01	PLXDC1	plexin domain containing 1
8066117	5.66e-26	6.79e-28	-1.21e+01	52.606537	-6.76e-01	TLDC2///SAMHD1	TBC/LysM-associated domain containing 2///SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1
8073662	5.89e-26	7.08e-28	-1.21e+01	52.564583	-4.04e-01	PARVB	parvin beta
8138799	5.97e-26	7.19e-28	1.21e+01	52.549615	5.40e-01	TRIL	TLR4 interactor with leucine rich repeats
8085263	6.26e-26	7.55e-28	-1.21e+01	52.500651	-3.27e-01	EMC3	ER membrane protein complex subunit 3
8078350	6.30e-26	7.63e-28	-1.21e+01	52.491114	-2.84e-01	TGFBR2	transforming growth factor beta receptor 2
7943620	6.35e-26	7.71e-28	1.21e+01	52.480544	2.76e-01	ATM	ATM serine/threonine kinase
8006239	6.40e-26	7.79e-28	1.21e+01	52.470508	2.18e-01	NF1	neurofibromin 1
7922130	7.47e-26	9.11e-28	1.21e+01	52.315204	7.92e-01	DPT	dermatopontin
8135218	7.58e-26	9.27e-28	1.21e+01	52.297895	8.61e-01	LRRC17	leucine rich repeat containing 17
8015846	7.63e-26	9.35e-28	-1.21e+01	52.289413	-6.54e-01	MPP3	membrane palmitoylated protein 3
7949619	7.74e-26	9.51e-28	-1.20e+01	52.272342	-4.13e-01	SLC29A2	solute carrier family 29 member 2
8149165	7.97e-26	9.83e-28	1.20e+01	52.239506	4.91e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8149167	7.97e-26	9.83e-28	1.20e+01	52.239506	4.91e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8149153	8.34e-26	1.03e-27	1.20e+01	52.189263	4.95e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8149157	8.34e-26	1.03e-27	1.20e+01	52.189263	4.95e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8030470	8.52e-26	1.06e-27	-1.20e+01	52.165761	-2.32e-01	AP2A1	adaptor related protein complex 2 alpha 1 subunit
8025058	9.16e-26	1.14e-27	-1.20e+01	52.092142	-2.98e-01	TRIP10	thyroid hormone receptor interactor 10
8140971	9.28e-26	1.16e-27	1.20e+01	52.077012	5.85e-01	SAMD9L	sterile alpha motif domain containing 9 like
8133670	9.46e-26	1.18e-27	-1.20e+01	52.055176	-5.15e-01	POR	cytochrome p450 oxidoreductase
8150428	9.76e-26	1.23e-27	1.20e+01	52.021984	1.03	SFRP1	secreted frizzled related protein 1
8171708	9.94e-26	1.25e-27	1.20e+01	52.00182	2.83e-01	CXorf23	chromosome X open reading frame 23
7945245	1.05e-25	1.33e-27	1.20e+01	51.939467	5.99e-01	NTM	neurotrimin
8036787	1.05e-25	1.33e-27	-1.20e+01	51.938711	-6.01e-01	FCGBP	Fc fragment of IgG binding protein
8149151	1.06e-25	1.34e-27	1.20e+01	51.932998	4.86e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8149214	1.06e-25	1.34e-27	1.20e+01	51.932998	4.86e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8093130	1.26e-25	1.60e-27	-1.20e+01	51.759213	-2.57e-01	RNF168	ring finger protein 168
8086183	1.34e-25	1.71e-27	1.20e+01	51.690969	4.32e-01	LOC152048///GOLGA4	uncharacterized FLJ31715///golgin A4
8047006	1.35e-25	1.72e-27	1.20e+01	51.685842	3.12e-01	ANKAR	ankyrin and armadillo repeat containing
7910014	1.43e-25	1.83e-27	-1.20e+01	51.624997	-3.68e-01	CNIH4	cornichon family AMPA receptor auxiliary protein 4
8056151	1.47e-25	1.89e-27	1.20e+01	51.592488	4.91e-01	PLA2R1	phospholipase A2 receptor 1
7992529	1.47e-25	1.90e-27	-1.20e+01	51.590617	-2.85e-01	TRAF7///CASKIN1	TNF receptor associated factor 7///CASK interacting protein 1
8144416	1.49e-25	1.94e-27	1.20e+01	51.567793	4.94e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8144418	1.49e-25	1.94e-27	1.20e+01	51.567793	4.94e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8144490	1.49e-25	1.94e-27	1.20e+01	51.567793	4.94e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8144492	1.49e-25	1.94e-27	1.20e+01	51.567793	4.94e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8096361	1.49e-25	1.94e-27	1.20e+01	51.566628	4.47e-01	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5
8087833	1.51e-25	1.98e-27	-1.20e+01	51.548648	-3.71e-01	DUSP7	dual specificity phosphatase 7
8119124	1.53e-25	2.01e-27	1.20e+01	51.533082	1.02	PI16	peptidase inhibitor 16
8062349	1.59e-25	2.08e-27	-1.20e+01	51.497913	-2.91e-01	RPN2///EEF1A2	ribophorin II///eukaryotic translation elongation factor 1 alpha 2
8149161	1.66e-25	2.19e-27	1.19e+01	51.449592	4.93e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
8149210	1.66e-25	2.19e-27	1.19e+01	51.449592	4.93e-01	LINC00965///LINC00965	long intergenic non-protein coding RNA 965///long intergenic non-protein coding RNA 965
7972670	1.70e-25	2.25e-27	1.19e+01	51.420141	6.03e-01	CCDC168	coiled-coil domain containing 168
8064868	1.72e-25	2.28e-27	1.19e+01	51.406494	4.04e-01	GPCPD1	glycerophosphocholine phosphodiesterase 1
7945371	1.78e-25	2.37e-27	-1.19e+01	51.371122	-4.82e-01	IFITM3	interferon induced transmembrane protein 3
7979328	1.81e-25	2.40e-27	1.19e+01	51.355522	3.40e-01	ATG14	autophagy related 14
8099029	1.96e-25	2.61e-27	-1.19e+01	51.273665	-3.35e-01	TNIP2	TNFAIP3 interacting protein 2
8025918	2.02e-25	2.69e-27	-1.19e+01	51.243088	-9.51e-01	CNN1	calponin 1
8085852	2.03e-25	2.73e-27	-1.19e+01	51.231484	-2.76e-01	NGLY1	N-glycanase 1
8005289	2.16e-25	2.90e-27	1.19e+01	51.1708	4.01e-01	DRC3	dynein regulatory complex subunit 3
8146930	2.35e-25	3.17e-27	-1.19e+01	51.083326	-4.35e-01	TMEM70	transmembrane protein 70
